,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
389,Li Denghai,Li,li-denghai,li-denghai,0.0,73.0,Seed production,Food & Beverage,M,China,1681550402483,,Shandong,1224.913,2337.0,2337.0,//specials-images.forbesimg.com/imageserve/5a7cc6564bbe6f2652f50ad8/416x416.jpg?background=000000&cropX1=12&cropX2=2064&cropY1=229&cropY2=2282,,,,,,,
390,Li Guoqing,Li,li-guoqing,no-pic,-17.391,53.0,Petro Fibre,Manufacturing,M,China,1681550402483,,Zhejiang,1414.396,2099.0,2099.0,,,,,,,,
391,Li Jianli,Li,li-jianli,no-pic,-23.927,50.0,Lithium-ion battery cap ,Manufacturing,M,China,1681550402483,,Guangdong,1552.161,1944.0,1944.0,,,,,,,,
392,Li Jianquan & family,Li,li-jianquan,no-pic,-38.458,66.0,Consumer products,Healthcare,M,Hong Kong,1681550402483,,Guangdong,2802.776,1121.0,1121.0,,,,,,,,
393,Li Jinyang,Li,li-jinyang,no-pic-female,3.406,,Mining ,Metals & Mining,F,China,1681550402483,,Inner Mongolia,1462.474,2050.0,2050.0,,,,,,,,
394,Li Qiong,Li,li-qiong,no-pic-female,-42.323,45.0,online games,Media & Entertainment,F,China,1681550402483,,Beijing,1791.737,1728.0,1728.0,,,,,,,,
395,Li Ruiqiang,Li,li-ruiqiang,no-pic,79.436,43.0,Medical services,Healthcare,M,China,1681550402483,,Beijing,1489.42,2017.0,2017.0,https://specials-images.forbesimg.com/imageserve/62460758c5a64d336d42f669/416x416.jpg?background=000000&cropX1=174&cropX2=450&cropY1=6&cropY2=282,,,,,,,
396,Li Shui-po,Li,li-shui-po,no-pic,183.867,66.0,Stainless steel products,Manufacturing,M,Taiwan,1681550402483,,Jiangsu,1539.116,1955.0,1955.0,,,,,,,,
397,Li Wanqiang,Li,li-wanqiang,no-pic,3.349,45.0,Smartphones,Technology,M,China,1681550402483,,Beijing,1068.234,2551.0,2551.0,,,,,,,,
398,Li Xiang,Li,li-xiang-1,no-pic,60.486,41.0,Electric vehicles ,Automotive,M,China,1681550402482,,Beijing,4369.224,658.0,658.0,https://specials-images.forbesimg.com/imageserve/6063c138da160c7d05790c54/416x416.jpg?background=000000&cropX1=768&cropX2=2297&cropY1=69&cropY2=1599,,,,,,,
399,Li Yongqing,Li,li-yongqing,no-pic,-17.554,58.0,Petro Firbe,Manufacturing,M,China,1681550402483,,Zhejiang,1497.386,2011.0,2011.0,,,,,,,,
400,Li Zhigang,Li,li-zhigang,no-pic,12.911,46.0,Machinery,Manufacturing,M,China,1681550402483,,Hubei,1155.814,2440.0,2440.0,,,,,,,,
401,Liang Qin & family,Liang,liang-qin,no-pic-female,24.076,51.0,Semiconductor devices,Technology,F,China,1681550402483,,Jiangsu,1598.944,1892.0,1892.0,,,,,,,,
402,Liang Rubo,Liang,liang-rubo-1,no-pic,0.0,40.0,TikTok,Technology,M,China,1681550402483,,,2000.0,1568.0,1568.0,,,,,,,,
403,Lillian Teh Li Ming,Ming,lillian-teh-li-ming,no-pic-female,0.0,,Banking,Finance & Investments,F,Malaysia,1681550402483,,,1329.322,2194.0,2195.0,,,,,,,,
404,Lillyn Teh Li Hua,Hua,lillyn-teh-li-hua,no-pic-female,0.0,,Finance,Finance & Investments,F,Malaysia,1681550402483,,,1329.322,2194.0,2196.0,,,,,,,,
405,Lim Hariyanto Wijaya Sarwono,Lim,lim-hariyanto-wijaya-sarwono,lim-hariyanto-wijaya-sarwono,114.741,94.0,"Palm oil, nickel mining",Metals & Mining,M,Indonesia,1681550402482,,,6146.489,428.0,428.0,//specials-images.forbesimg.com/imageserve/1d675e162263166f77c91af6452294de/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=44&cropY2=788,,,,,,,
406,Lin Chang Su-O & family,Lin,lin-chang-su-o-1,no-pic-female,0.827,82.0,real estate,Real Estate,F,Taiwan,1681550402483,,,2298.463,1380.0,1380.0,,,,,,,,
407,Lin Lairong & family,Lin,lin-lairong,no-pic,-6.619,54.0,Iron ore mining,Metals & Mining,M,China,1681550402483,,Inner Mongolia,1770.841,1745.0,1745.0,,,,,,,,
408,Lin Muqin & family,Lin,lin-muqin,no-pic,-59.645,59.0,Beverages,Food & Beverage,M,China,1681550402482,,Guangdong,5762.856,461.0,461.0,https://specials-images.forbesimg.com/imageserve/6182ccfed143a6cc30e9678c/416x416.jpg?background=000000&cropX1=513&cropX2=2230&cropY1=0&cropY2=1718,,,,,,,
409,Lina Tombolato,Tombolato,lina-tombolato,no-pic-female,11.443,75.0,Financial services,Finance & Investments,F,Italy,1681550402483,,,1223.757,2342.0,2342.0,https://specials-images.forbesimg.com/imageserve/624608a8e935f6c928bc62e5/416x416.jpg?background=000000&cropX1=73&cropX2=1226&cropY1=600&cropY2=1753,,,,,,,
410,Liora Ofer,Ofer,liora-ofer,no-pic-female,0.0,69.0,Investments,Finance & Investments,F,Israel,1681550402483,,,1575.073,1921.0,1921.0,//specials-images.forbesimg.com/imageserve/58b87439a7ea431f321a7a5f/416x416.jpg?background=000000&cropX1=111&cropX2=681&cropY1=15&cropY2=585,,,,,,,
411,Liu Baolin,Liu,liu-baolin,liu-baolin,-7.158,69.0,Pharmacies,Fashion & Retail,M,China,1681550402483,,Hubei,1026.485,2612.0,2612.0,//specials-images.forbesimg.com/imageserve/0cbb1af7d866aae7ae316d58d6f367e8/416x416.jpg?background=000000&cropX1=81&cropX2=741&cropY1=5&cropY2=666,,,,,,,
412,Liu Chengyu & family,Liu,liu-chengyu,no-pic,15.946,60.0,Power supply equipment,Manufacturing,M,China,1681550402483,,Guangdong,2197.592,1440.0,1440.0,,,,,,,,
413,Liu Fangyi,Liu,liu-fangyi,no-pic,-0.235,,Medical equipment,Healthcare,M,China,1681550402483,,Shanghai,1389.19,2118.0,2118.0,https://specials-images.forbesimg.com/imageserve/600703c5b3e81bc7b68e39c5/416x416.jpg?background=000000&cropX1=269&cropX2=852&cropY1=236&cropY2=819,,,,,,,
414,Liu Xiucai & family,Liu,liu-xiucai,no-pic,2.646,66.0,Chemicals,Manufacturing,M,United States,1681550402483,,Shanghai,1459.197,2058.0,2058.0,,,,,,,,
415,Lloyd Blankfein,Blankfein,lloyd-blankfein,lloyd-blankfein,9.283,68.0,Banking,Finance & Investments,M,United States,1681550402483,NY,New York,1149.451,2446.0,2446.0,http://specials-images.forbesimg.com/imageserve/572263414bbe6f6f9575032b/416x416.jpg?background=000000&cropX1=89&cropX2=728&cropY1=2&cropY2=641,,,,,,,
416,Long Jiang,Jiang,long-jiang,no-pic,7.619,49.0,Manufacturing,Technology,M,China,1681550402483,,Shandong,2668.473,1194.0,1194.0,,,,,,,,
417,Loo Choon Yong,Loo,loo-choon-yong,loo-choon-yong,7.44,74.0,Healthcare,Healthcare,M,Singapore,1681550402483,,,1153.847,2441.0,2441.0,https://specials-images.forbesimg.com/imageserve/611167fd38cc73a2be5a536a/416x416.jpg?background=000000&cropX1=0&cropX2=798&cropY1=0&cropY2=798,,,,,,,
418,Lorinc Meszaros,Meszaros,lorinc-meszaros,no-pic,-1.134,57.0,Diversified,Diversified,M,Hungary,1681550402483,,,1273.241,2273.0,2273.0,//specials-images.forbesimg.com/imageserve/5e76573710380d0006fbb111/416x416.jpg?background=000000&cropX1=96&cropX2=709&cropY1=77&cropY2=690,,,,,,,
419,Lu Weiding,Lu,lu-weiding,no-pic,5.721,52.0,Diversified,Diversified,M,China,1681550402483,,Zhejiang,2616.856,1215.0,1215.0,//specials-images.forbesimg.com/imageserve/5c6eaac4a7ea4310004305fa/416x416.jpg?background=000000&cropX1=854&cropX2=4094&cropY1=464&cropY2=3705,,,,,,,
420,Lu Yiwen,Lu,lu-yiwen,no-pic-female,-5.751,36.0,Jewelry,Fashion & Retail,F,China,1681550402483,,Guangdong,2419.547,1313.0,1313.0,,,,,,,,
421,Lu Zongjun,Lu,lu-zongjun,no-pic,-21.28,59.0,Logistics,Logistics,M,China,1681550402483,,Shanghai,1569.468,1927.0,1927.0,,,,,,,,
422,Luc Tack,Tack,luc-tack,no-pic,0.699,61.0,"Textile, chemicals",Manufacturing,M,Belgium,1681550402483,,,1237.5,2317.0,2317.0,//specials-images.forbesimg.com/imageserve/5e741f3b2a573300068fcb31/416x416.jpg?background=000000&cropX1=22&cropX2=3430&cropY1=0&cropY2=3405,,,,,,,
423,Luca Del Vecchio,Del Vecchio,luca-del-vecchio,no-pic,29.933,21.0,Eyeglasses,Fashion & Retail,M,Italy,1681550402483,,,3953.232,737.0,739.0,,,,,,,,
424,Lucia Maggi & family,Maggi,lucia-maggi,no-pic-female,0.0,90.0,Agribusiness,Diversified,F,Brazil,1681550402483,,,1473.017,2033.0,2033.0,,,,,,,,
425,Luis Frias,Frias,luis-frias,no-pic,20.089,60.0,mobile payments,Technology,M,Brazil,1681550402483,,,1539.561,1954.0,1954.0,//specials-images.forbesimg.com/imageserve/5c6ccc5131358e1c187f1109/416x416.jpg?background=000000&cropX1=69&cropX2=335&cropY1=0&cropY2=266,,,,,,,
426,Luo Yangyong & family,Luo,luo-yangyong-1,no-pic,20.1,47.0,Mining,Metals & Mining,M,China,1681550402483,,Sichuan,1805.195,1711.0,1711.0,,,,,,,,
427,Lv Jianming,Lv,lv-jianming,no-pic,-14.865,58.0,Medical equipment,Healthcare,M,Hong Kong,1681550402483,,Zhejiang,1248.902,2301.0,2301.0,,,,,,,,
428,Lynda Resnick,Resnick,lynda-resnick,lynda-resnick,0.0,80.0,Agriculture,Food & Beverage,F,United States,1681550402482,CA,California,5256.0,524.0,524.0,https://specials-images.forbesimg.com/imageserve/5cf6ee7acd1f12000a2b6f33/416x416.jpg?background=000000&cropX1=0&cropX2=3223&cropY1=0&cropY2=3223,,,,,,,
429,Lyu Yixiong,Lyu,lyu-yixiong,no-pic,9.917,60.0,Cosmetics,Fashion & Retail,M,China,1681550402483,,,1011.631,2633.0,2633.0,,,,,,,,
430,Madhur Bajaj,Bajaj,madhur-bajaj,no-pic,0.0,70.0,Diversified,Diversified,M,India,1681550402483,,,2736.71,1152.0,1152.0,,,,,,,,
431,Maike Oberwelland-Height,Oberwelland-Height,maike-oberwelland-height,no-pic-female,0.0,,Candy,Food & Beverage,F,Germany,1681550402483,,,1879.143,1650.0,1650.0,,,,,,,,
432,Manas Chiaravanond,Chiaravanond,manas-chiaravanond,no-pic,10.057,,Diversified,Diversified,M,Thailand,1681550402483,,,1984.545,1581.0,1581.0,,,,,,,,
433,Manny Stul,Stul,manny-stul,no-pic,0.0,73.0,Toys,Manufacturing,M,Australia,1681550402483,,,1128.849,2473.0,2473.0,//specials-images.forbesimg.com/imageserve/5e73ffbc2a573300068fc971/416x416.jpg?background=000000&cropX1=3003&cropX2=5044&cropY1=518&cropY2=2557,,,,,,,
434,Manohar Lal Agarwal,Agarwal,manohar-lal-agarwal,no-pic,0.0,68.0,Snacks,Food & Beverage,M,India,1681550402483,,,1027.342,2610.0,2610.0,,,,,,,,
435,Marco Squinzi,Squinzi,marco-squinzi,no-pic,0.0,51.0,Chemical products,Construction & Engineering,M,Italy,1681550402483,,,1235.246,2322.0,2322.0,,,,,,,,
436,Maria Angelicoussis,Angelicoussis,maria-angelicoussis,no-pic-female,0.0,41.0,Shipping,Logistics,F,Greece,1681550402482,,,5614.256,482.0,482.0,,,,,,,,
437,Marianna Latsis & family,Latsis,marianna-latsis,no-pic-female,0.0,70.0,"Banking, shipping",Diversified,F,Greece,1681550402483,,,1690.94,1817.0,1817.0,,,,,,,,
438,Marina Budiman,Budiman,marina-budiman,no-pic-female,0.011,61.0,Data centers,Technology,F,Indonesia,1681550402483,,,1159.236,2437.0,2437.0,https://specials-images.forbesimg.com/imageserve/61ae5ff33e1e9250c36c19fd/416x416.jpg?background=000000&cropX1=214&cropX2=1767&cropY1=366&cropY2=1920,,,,,,,
439,Marina Caprotti,Caprotti,marina-caprotti,no-pic-female,0.0,45.0,Supermarkets,Food & Beverage,F,Italy,1681550402483,,,1177.496,2414.0,2415.0,,,,,,,,
440,Marina Prada,Prada,marina-prada,marina-prada,129.184,77.0,Luxury goods,Fashion & Retail,F,Italy,1681550402483,,,2467.942,1285.0,1286.0,//specials-images.forbesimg.com/imageserve/5a7f97da31358e4955ad1e5c/416x416.jpg?background=000000&cropX1=131&cropX2=1695&cropY1=72&cropY2=1636,,,,,,,
441,Mario Germano Giuliani,Giuliani,mario-germano-giuliani,no-pic,-7.089,51.0,Pharmaceuticals,Healthcare,M,Switzerland,1681550402483,,,2119.618,1494.0,1494.0,https://specials-images.forbesimg.com/imageserve/6247104b25fc1694252b15f6/416x416.jpg?background=000000&cropX1=0&cropX2=433&cropY1=13&cropY2=446,,,,,,,
442,Marisa Del Vecchio,Del Vecchio,marisa-del-vecchio,no-pic-female,29.933,64.0,Eyeglasses,Fashion & Retail,F,Italy,1681550402483,,,3953.232,737.0,740.0,,,,,,,,
443,Mark Davis,Davis,mark-davis-1,no-pic,0.0,67.0,Las Vegas Raiders,Sports,M,United States,1681550402483,NV,Nevada,1900.0,1638.0,1638.0,,,,,,,,
444,Mark Dixon,Dixon,mark-dixon,mark-dixon,1.443,63.0,Office real estate ,Real Estate,M,United Kingdom,1681550402483,,,1037.949,2593.0,2593.0,//specials-images.forbesimg.com/imageserve/5e77f60fc7b02d000666e1fc/416x416.jpg?background=000000&cropX1=574&cropX2=2798&cropY1=0&cropY2=2226,,,,,,,
445,Mark Mateschitz,Mateschitz,mark-mateschitz,no-pic,0.0,30.0,Red Bull,Food & Beverage,M,Austria,1681550402482,,,35902.563,37.0,37.0,https://specials-images.forbesimg.com/imageserve/642b2ae09caa113a6ce1c15e/416x416.jpg?background=000000&cropX1=898&cropX2=3376&cropY1=239&cropY2=2714,,,,,,,
446,Mark Meijer & family,Meijer,mark-meijer,no-pic,0.0,65.0,Supermarkets,Fashion & Retail,M,United States,1681550402482,MI,Michigan,4565.151,628.0,630.0,,,,,,,,
447,Martha MacMillan,MacMillan,martha-macmillan,no-pic-female,0.0,71.0,Cargill,Food & Beverage,F,United States,1681550402483,MN,Minnesota,1239.732,2312.0,2314.0,//specials-images.forbesimg.com/imageserve/5a908f9b31358e79a28a1f10/416x416.jpg?background=000000&cropX1=103&cropX2=2410&cropY1=686&cropY2=2992,,,,,,,
448,Martin Knauf,Knauf,martin-knauf,no-pic,0.0,,building materials,Manufacturing,M,Germany,1681550402483,,,1000.884,2642.0,2642.0,,,,,,,,
449,Marvy Finger,Finger,marvy-finger,no-pic,0.0,87.0,Real estate,Real Estate,M,United States,1681550402483,TX,Texas,1300.0,2228.0,2229.0,,,,,,,,
450,Masaaki Arai,Arai,masaaki-arai,no-pic,25.216,57.0,Home sales,Real Estate,M,Japan,1681550402483,,,1852.092,1679.0,1679.0,,,,,,,,
451,Masaru Wasami,Wasami,masaru-wasami,no-pic,26.573,77.0,Logistics,Logistics,M,Japan,1681550402483,,,1043.309,2587.0,2587.0,//specials-images.forbesimg.com/imageserve/5ea6e8ba228117000681aad6/416x416.jpg?background=000000&cropX1=988&cropX2=2856&cropY1=211&cropY2=2078,,,,,,,
452,Masayuki Ishihara,Ishihara,masayuki-ishihara,no-pic,7.294,74.0,Pachinko machines,Gambling & Casinos,M,Japan,1681550402483,,,1065.49,2556.0,2556.0,,,,,,,,
453,Massimo Doris,Doris,massimo-doris,no-pic,9.918,55.0,Financial services,Finance & Investments,M,Italy,1681550402483,,,1340.541,2185.0,2185.0,,,,,,,,
454,Mat Ishbia,Ishbia,mat-ishbia,no-pic,78.75,43.0,Mortgage lender,Finance & Investments,M,United States,1681550402482,MI,Michigan,6308.5,417.0,417.0,https://specials-images.forbesimg.com/imageserve/6063b90cb83e69231f4ae7fc/416x416.jpg?background=000000&cropX1=579&cropX2=1683&cropY1=343&cropY2=1447,,,,,,,
455,Matei Zaharia,Zaharia,matei-zaharia,no-pic,0.0,37.0,Data analytics,Technology,M,Romania,1681550402483,CA,California,1200.0,2371.0,2374.0,https://specials-images.forbesimg.com/imageserve/624472a9a9c3d172066f0b3f/416x416.jpg?background=000000&cropX1=0&cropX2=1297&cropY1=0&cropY2=1296,,,,,,,
456,Mathias Doepfner,Doepfner,mathias-doepfner,no-pic,0.0,60.0,Media,Media & Entertainment,M,Germany,1681550402483,,,1261.18,2288.0,2288.0,,,,,,,,
457,Matthew Prince,Prince,matthew-prince,no-pic,-6.598,48.0,Cybersecurity,Technology,M,United States,1681550402483,UT,Utah,2399.417,1325.0,1325.0,https://specials-images.forbesimg.com/imageserve/6063baa77320394738cc2f00/416x416.jpg?background=000000&cropX1=644&cropX2=2554&cropY1=128&cropY2=2037,,,,,,,
458,Matthew Roszak,Roszak,matthew-roszak,no-pic,0.0,50.0,Cryptocurrency,Finance & Investments,M,United States,1681550402483,IL,Illinois,1383.77,2128.0,2128.0,,,,,,,,
459,Max Lytvyn,Lytvyn,max-lytvyn,no-pic,0.0,43.0,Software,Technology,M,Canada,1681550402483,CA,California,2243.0,1401.0,1402.0,https://specials-images.forbesimg.com/imageserve/61a55248f172a6b1b306c32e/416x416.jpg?background=000000&cropX1=1391&cropX2=4255&cropY1=90&cropY2=2951,,,,,,,
460,Mehmet Sinan Tara,Tara,mehmet-sinan-tara,mehmet-sinan-tara,-11.457,64.0,Construction,Construction & Engineering,M,Turkey,1681550402483,,,1720.351,1795.0,1795.0,//specials-images.forbesimg.com/imageserve/58b7569ba7ea431f321a6ff9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783,,,,,,,
461,Melanie Perkins,Perkins,melanie-perkins,melanie-perkins,0.0,35.0,Software,Technology,F,Australia,1681550402483,,,3618.0,824.0,825.0,https://specials-images.forbesimg.com/imageserve/61a4f746e844c5c50c06c32e/416x416.jpg?background=000000&cropX1=0&cropX2=2221&cropY1=268&cropY2=2491,,,,,,,
462,Melinda French Gates,French Gates,melinda-french-gates,no-pic-female,31.073,58.0,Microsoft,Technology,F,United States,1681550402482,WA,Washington,6441.592,410.0,410.0,//specials-images.forbesimg.com/imageserve/5df3d3c64e291700078306e5/416x416.jpg?background=000000&cropX1=35&cropX2=4124&cropY1=30&cropY2=4119,,,,,,,
463,Meng Qingshan & family,Meng,meng-qingshan,no-pic,6.902,74.0,Chemicals,Manufacturing,M,China,1681550402483,,Hebei,1638.859,1857.0,1857.0,,,,,,,,
464,Michael Arougheti,Arougheti,michael-arougheti,no-pic,-20.752,50.0,Finance,Finance & Investments,M,United States,1681550402483,NY,New York,1329.723,2193.0,2193.0,https://specials-images.forbesimg.com/imageserve/63ea62a63566dd44e5ffa636/416x416.jpg?background=000000&cropX1=127&cropX2=907&cropY1=146&cropY2=927,,,,,,,
465,Michael Heine,Heine,michael-heine,no-pic,14.98,73.0,Financial services,Finance & Investments,M,Australia,1681550402483,,,1151.705,2444.0,2444.0,https://specials-images.forbesimg.com/imageserve/63ea7ef7f85c6fe5f9d77ed0/416x416.jpg?background=000000&cropX1=0&cropX2=941&cropY1=0&cropY2=941,,,,,,,
466,Michael Kum,Kum,michael-kum,michael-kum,0.202,78.0,Hotels,Real Estate,M,Singapore,1681550402483,,,1044.71,2586.0,2586.0,//specials-images.forbesimg.com/imageserve/5d60040968cb0a000917ec5f/416x416.jpg?background=000000&cropX1=0&cropX2=3607&cropY1=271&cropY2=3881,,,,,,,
467,Michael McCain,McCain,michael-mccain-1,no-pic,-3.726,,packaged meats,Food & Beverage,M,Canada,1681550402483,,Ontario,1059.444,2562.0,2562.0,,,,,,,,
468,Michael Polsky,Polsky,michael-polsky,no-pic,0.0,74.0,Electric power,Energy,M,United States,1681550402483,IL,Illinois,1600.0,1888.0,1890.0,,,,,,,,
469,Michael S. Smith,Smith,michael-s-smith,no-pic,0.0,67.0,Liquefied natural gas,Energy,M,United States,1681550402483,FL,Florida,2600.0,1223.0,1224.0,https://specials-images.forbesimg.com/imageserve/632cd101027c0cde00dd5380/416x416.jpg?background=000000&cropX1=683&cropX2=1733&cropY1=647&cropY2=1697,,,,,,,
470,Michael Saylor,Saylor,michael-saylor,no-pic,-16.457,58.0,cryptocurrency,Technology,M,United States,1681550402483,VA,Virginia,1233.981,2324.0,2324.0,https://specials-images.forbesimg.com/imageserve/6063bb1d5a1bcb9685cc2f01/416x416.jpg?background=000000&cropX1=714&cropX2=1954&cropY1=457&cropY2=1696,,,,,,,
471,Michael Spencer,Spencer,michael-spencer,no-pic,0.0,67.0,Stock exchange,Finance & Investments,M,United Kingdom,1681550402483,,,1100.0,2503.0,2504.0,,,,,,,,
472,Michael Xie,Xie,michael-xie,no-pic,-18.462,54.0,Cybersecurity ,Technology,M,United States,1681550402482,CA,California,4037.454,718.0,718.0,//specials-images.forbesimg.com/imageserve/5d94fd7c4223bf0006b7915f/416x416.jpg?background=000000&cropX1=0&cropX2=1247&cropY1=0&cropY2=1247,,,,,,,
473,Michal Strnad,Strnad,michal-strnad,no-pic,0.0,30.0,Defense Contracting,Manufacturing,M,Czech Republic,1681550402483,,,2176.253,1457.0,1457.0,,,,,,,,
474,Michiel Le Roux,Le Roux,michiel-le-roux,no-pic,1.038,73.0,Banking,Finance & Investments,M,South Africa,1681550402483,,,1059.625,2561.0,2561.0,//specials-images.forbesimg.com/imageserve/5a80fc894bbe6f2652f543fb/416x416.jpg?background=000000&cropX1=87&cropX2=542&cropY1=0&cropY2=455,,,,,,,
475,Mike Repole,Repole,mike-repole,no-pic,0.0,55.0,Sports drink,Food & Beverage,M,United States,1681550402483,FL,Florida,1500.0,1997.0,2002.0,https://specials-images.forbesimg.com/imageserve/62447344fb0f582ec6b1927f/416x416.jpg?background=000000&cropX1=327&cropX2=1208&cropY1=276&cropY2=1157,,,,,,,
476,Mike Speiser,Speiser,mike-speiser,no-pic,2.138,52.0,Software,Technology,M,United States,1681550402483,CA,California,1248.679,2302.0,2302.0,https://specials-images.forbesimg.com/imageserve/6075face1f5b0d7f48841d4b/416x416.jpg?background=000000&cropX1=15&cropX2=385&cropY1=3&cropY2=373,,,,,,,
477,Mikhail Lomtadze,Lomtadze,mikhail-lomtadze,no-pic,-51.389,47.0,Fintech,Finance & Investments,M,Georgia,1681550402483,,,3420.95,876.0,876.0,,,,,,,,
478,Min-Liang Tan,Tan,min-liang-tan,min-liang-tan,0.0,45.0,Gaming,Media & Entertainment,M,Singapore,1681550402483,,,1117.054,2485.0,2485.0,//specials-images.forbesimg.com/imageserve/5d6012882dedcb0008e0f1df/416x416.jpg?background=000000&cropX1=1639&cropX2=4821&cropY1=8&cropY2=3187,,,,,,,
479,Miriam Adelson & family,Adelson,miriam-adelson,no-pic-female,311.8,77.0,Casinos,Gambling & Casinos,F,United States,1681550402482,NV,Nevada,35931.454,36.0,36.0,https://specials-images.forbesimg.com/imageserve/605e494f800955d12c9d9142/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,,,,,,
480,Mitchell Jacobson,Jacobson,mitchell-jacobson,mitchell-jacobson,5.77,72.0,Industrial equipment,Service,M,United States,1681550402483,NY,New York,1376.283,2140.0,2140.0,//specials-images.forbesimg.com/imageserve/5a90919da7ea434a0c2721de/416x416.jpg?background=000000&cropX1=1039&cropX2=1975&cropY1=144&cropY2=1081,,,,,,,
481,Mori Arkin,Arkin,mori-arkin,mori-arkin,-5.7,70.0,Pharmaceuticals,Healthcare,M,Israel,1681550402483,,,1459.603,2056.0,2056.0,//specials-images.forbesimg.com/imageserve/8608c40a98b3c1609e133a50d8f0e02b/416x416.jpg?background=000000&cropX1=63&cropX2=640&cropY1=48&cropY2=625,,,,,,,
482,Mrudula Parekh,Parekh,mrudula-parekh,no-pic-female,0.0,75.0,Adhesives,Manufacturing,F,India,1681550402483,,,1720.506,1794.0,1794.0,,,,,,,,
483,M.Satyanarayana Reddy,Reddy,msatyanarayana-reddy,no-pic,0.0,65.0,Pharmaceuticals,Healthcare,M,India,1681550402483,,,1432.366,2078.0,2078.0,https://specials-images.forbesimg.com/imageserve/61f41b48c0dc69d73b9a18bf/416x416.jpg?background=000000&cropX1=330&cropX2=1077&cropY1=384&cropY2=1130,,,,,,,
484,Muhammed Aziz Khan,Khan,muhammed-aziz-khan,no-pic,0.0,68.0,Power,Energy,M,Bangladesh,1681550402483,,,1012.386,2630.0,2630.0,//specials-images.forbesimg.com/imageserve/5d6008b268cb0a000917ecd7/416x416.jpg?background=000000&cropX1=1734&cropX2=2953&cropY1=489&cropY2=1708,,,,,,,
485,N. Murray Edwards,Edwards,n-murray-edwards,n-murray-edwards,11.576,63.0,Oil & gas,Energy,M,Canada,1681550402483,,,2668.408,1195.0,1195.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,,,,,,,
486,Nadia Thiele,Thiele,nadia-thiele,no-pic-female,53.128,47.0,Investments,Finance & Investments,F,Germany,1681550402482,,,6630.559,395.0,395.0,,,,,,,,
487,Naomi Azrieli,Azrieli,naomi-azrieli,no-pic-female,0.0,57.0,Real estate,Real Estate,F,Canada,1681550402483,,Ontario,1192.498,2392.0,2393.0,,,,,,,,
488,Neide Helena de Moraes,Moraes,neide-helena-de-moraes,no-pic-female,0.0,68.0,Diversified,Diversified,F,Brazil,1681550402483,,,1277.944,2266.0,2266.0,,,,,,,,
489,Nerio Alessandri,Alessandri,nerio-alessandri,no-pic,2.253,62.0,Gym equipment,Manufacturing,M,Italy,1681550402483,,,1555.235,1941.0,1941.0,,,,,,,,
490,Nguyen Dang Quang,Nguyen,nguyen-dang-quang,no-pic,-17.009,59.0,"Consumer products, banking",Food & Beverage,M,Vietnam,1681550402483,,,1207.691,2360.0,2360.0,//specials-images.forbesimg.com/imageserve/5c717876a7ea431000434658/416x416.jpg?background=000000&cropX1=238&cropX2=830&cropY1=0&cropY2=592,,,,,,,
491,Ni Yongpei & family,Ni,ni-yongpei,ni-yongpei,-39.324,71.0,Beverages,Food & Beverage,M,China,1681550402483,,Anhui,2049.272,1537.0,1537.0,https://specials-images.forbesimg.com/imageserve/624432ad291e60a5c7b1927f/416x416.jpg?background=000000&cropX1=460&cropX2=2350&cropY1=155&cropY2=2046,,,,,,,
492,Nicolas D'Ieteren,D'Ieteren,nicolas-dieteren,no-pic,-35.179,48.0,"Auto parts, distribution",Automotive,M,Belgium,1681550402483,,,3651.574,813.0,813.0,,,,,,,,
493,Nicoletta Zampillo,Zampillo,nicoletta-zampillo,no-pic-female,29.933,65.0,Eyeglasses,Fashion & Retail,F,Italy,1681550402483,,,3953.232,737.0,741.0,https://specials-images.forbesimg.com/imageserve/642b2ed4c3eb76d979e1c15c/416x416.jpg?background=000000&cropX1=116&cropX2=1020&cropY1=266&cropY2=1170,,,,,,,
494,Nikhil Kamath,Kamath,nikhil-kamath,no-pic,0.0,36.0,Financial services,Finance & Investments,M,India,1681550402483,,,1129.848,2470.0,2470.0,https://specials-images.forbesimg.com/imageserve/6422ff333a09b807eaa10bb7/416x416.jpg?background=000000&cropX1=1013&cropX2=1662&cropY1=86&cropY2=734,,,,,,,
495,Nikil Viswanathan,Viswanathan,nikil-viswanathan-1,no-pic,0.0,35.0,Blockchain technology,Technology,M,United States,1681550402483,CA,California,1800.0,1720.0,1722.0,https://specials-images.forbesimg.com/imageserve/624473ce0e8748e3e8b1927f/416x416.jpg?background=000000&cropX1=1&cropX2=450&cropY1=1&cropY2=450,,,,,,,
