price,bedrooms,living_area_sqft,year_built,neighborhood
230000,3,1840,2001,CollgCr
187100,3,1430,2001,CollgCr
203000,3,1444,2002,CollgCr
201000,3,1492,2001,CollgCr
124000,3,1040,1978,CollgCr
140000,3,907,1978,CollgCr
134900,2,914,1979,CollgCr
150500,3,1040,1977,CollgCr
136500,3,864,1978,CollgCr
143500,3,1268,1977,CollgCr
133500,3,864,1972,CollgCr
123000,2,894,1972,CollgCr
133900,2,768,1972,CollgCr
133000,2,768,1972,CollgCr
250000,3,1611,2002,CollgCr
254750,4,2184,2003,CollgCr
236500,3,1788,2001,CollgCr
261500,3,1872,2001,CollgCr
313000,3,2153,2000,CollgCr
198500,3,1725,2002,CollgCr
211000,3,1870,2001,CollgCr
220000,2,1513,1999,CollgCr
203000,3,1504,1996,CollgCr
279500,3,1828,2002,CollgCr
210000,3,1417,1997,CollgCr
219500,3,2034,1997,CollgCr
191000,2,1716,1996,CollgCr
178000,3,1212,2001,CollgCr
213000,3,1630,2000,CollgCr
144000,1,848,2003,CollgCr
140000,1,848,2003,CollgCr
293200,3,1602,2007,CollgCr
190000,3,1728,2004,CollgCr
190000,3,1500,2004,CollgCr
173500,3,1476,2005,CollgCr
170000,3,1396,2007,CollgCr
108000,2,1126,1949,Edwards
167000,3,1486,1964,Edwards
100000,2,816,1938,Edwards
198500,4,1922,2003,Edwards
159500,3,1426,1977,Edwards
127000,3,1149,1960,Edwards
125000,3,1125,1976,Edwards
320000,3,1698,2007,Edwards
145500,2,1072,2005,Edwards
118000,2,698,1947,Edwards
85000,3,876,1959,Edwards
120000,3,1368,1950,Edwards
98000,4,1529,1945,Edwards
99900,2,864,1922,Edwards
82000,2,944,1952,Edwards
119900,6,1678,1959,Edwards
103500,2,1560,1956,Edwards
112000,3,960,1956,Edwards
110000,3,1196,1920,Edwards
122000,3,1298,1941,Edwards
117000,3,1604,1941,Edwards
160000,3,1268,1938,SWISU
159434,3,1520,1932,SWISU
60000,1,438,1920,SWISU
139500,3,1489,1940,SWISU
197000,5,3082,1920,SWISU
105000,3,1242,1935,SWISU
135000,4,1981,1928,SWISU
147500,3,1232,1916,Crawfor
137450,3,1608,1925,SWISU
155000,3,1135,1936,SWISU
177000,3,1913,1928,Crawfor
145000,3,1477,1928,SWISU
137000,3,1228,1918,Crawfor
234000,3,2080,1926,Crawfor
205000,2,1567,1940,Crawfor
177500,3,1494,1942,Crawfor
160000,2,1308,1940,Crawfor
155000,2,1273,1960,Crawfor
163500,2,964,1921,Crawfor
154900,3,1343,1921,Crawfor
205000,5,2480,1940,Crawfor
144800,2,1112,1954,Crawfor
174500,3,1564,1941,Crawfor
193000,3,1561,1960,Crawfor
158000,3,1523,1949,Crawfor
158500,3,1152,1950,Crawfor
224000,3,1906,1954,Crawfor
115000,2,1032,1980,Blueste
137000,2,1229,1980,Blueste
121000,2,1229,1980,Blueste
124000,2,1229,1980,Blueste
208000,3,1982,1986,Crawfor
315000,3,2365,1971,Crawfor
222000,3,1680,1988,Crawfor
147000,3,1344,1920,IDOTRR
123000,5,2168,1900,IDOTRR
78000,3,1192,1920,IDOTRR
85000,2,1526,1915,IDOTRR
75000,2,572,1925,IDOTRR
230000,2,1648,2007,Crawfor
57625,1,810,1910,IDOTRR
251000,3,2052,2000,Mitchel
239686,1,2149,2003,Mitchel
240000,3,1710,2004,Mitchel
215000,3,1961,2001,Mitchel
156450,2,926,1977,Mitchel
173000,2,1287,1977,Mitchel
126000,4,1734,1977,Mitchel
173000,3,1217,1990,Mitchel
152000,2,1595,1991,Mitchel
137500,3,1344,1958,Timber
375000,3,2036,1965,Timber
315500,2,1620,2007,Timber
224500,3,1692,2009,Timber
410000,3,2036,2008,Timber
316500,3,1641,2008,Timber
201000,3,1466,2007,Timber
175000,3,1412,1988,Timber
204000,3,2237,1980,Timber
213500,3,1479,1987,Timber
220000,2,1296,2001,Timber
170000,3,2014,2003,Timber
315000,2,1838,2006,Timber
425000,2,1978,2007,Timber
139500,3,1008,1968,Mitchel
115000,3,1771,1960,Mitchel
162000,2,1204,1998,Mitchel
165000,2,1224,1999,Mitchel
91000,2,988,1973,MeadowV
130000,3,874,1968,Mitchel
86000,1,630,1970,MeadowV
160000,3,1404,1969,Mitchel
80000,1,630,1970,MeadowV
97000,3,1344,1970,MeadowV
88000,3,1092,1970,MeadowV
131900,2,796,1972,Mitchel
131250,2,1091,1993,Mitchel
165500,1,1110,1978,Mitchel
112000,3,833,1985,Mitchel
149000,2,883,1992,Mitchel
143000,1,1362,1993,Mitchel
130000,3,1287,1992,Mitchel
196000,2,1567,1977,Mitchel
173000,4,1632,1969,Mitchel
176500,3,1414,1958,NAmes
237500,4,2117,1970,NAmes
206900,4,2112,1969,NAmes
187500,3,1604,1997,Gilbert
165000,3,1470,1995,Gilbert
195500,3,1604,1998,Gilbert
192000,3,1638,1998,Gilbert
173000,3,1636,1996,Gilbert
177900,3,1384,1996,Gilbert
175000,3,1446,1996,Gilbert
286000,0,1593,2001,StoneBr
247900,1,1682,1997,StoneBr
180000,2,1337,1993,StoneBr
180000,2,1280,1992,StoneBr
181000,3,1604,1997,Gilbert
183000,3,1633,1998,Gilbert
188000,3,1658,1995,Gilbert
194500,3,1895,1994,Gilbert
185000,3,1709,1991,Gilbert
189000,2,1228,1988,StoneBr
188500,2,1337,1989,StoneBr
355000,5,2500,2005,StoneBr
325000,4,2504,2005,StoneBr
387000,2,1884,2004,StoneBr
115000,3,1474,1952,Gilbert
334000,2,1710,2007,StoneBr
133000,3,1488,1950,Gilbert
215000,3,2093,1986,NWAmes
226500,2,1688,1988,NWAmes
175500,3,1422,1981,NWAmes
181900,3,1260,1983,NWAmes
235000,3,2064,1978,NWAmes
220000,3,1782,1979,NWAmes
272000,4,2872,1977,NWAmes
161000,3,1211,1976,NWAmes
175000,3,1126,1977,NWAmes
185000,3,2044,1980,NWAmes
146900,3,1308,1969,NWAmes
292500,4,2840,1978,NWAmes
180000,3,1523,1976,NWAmes
159900,2,1444,1976,NWAmes
205000,4,1964,1976,NWAmes
157000,3,1178,1973,NWAmes
306000,4,2340,1996,NWAmes
133000,4,1792,1974,NAmes
151000,3,1054,1969,NAmes
111900,2,936,1969,NAmes
123000,3,864,1971,NAmes
111250,3,864,1972,NAmes
181000,2,1337,1998,NAmes
103400,2,987,1973,BrDale
100000,2,987,1973,BrDale
100500,2,987,1972,BrDale
106000,2,987,1970,BrDale
85400,2,987,1971,BrDale
89500,2,987,1971,BrDale
111750,3,1302,1972,BrDale
140000,2,1069,1977,NPkVill
143000,4,1456,1975,NPkVill
148500,2,1055,1977,NPkVill
110000,3,892,1966,NAmes
394617,2,1932,2008,NridgHt
426000,3,2332,2007,NridgHt
385000,2,2084,2007,NridgHt
446261,3,2713,2008,NridgHt
317500,3,1582,2007,NridgHt
372402,2,1710,2007,NridgHt
417500,4,2464,2007,NridgHt
383000,2,1950,2007,NridgHt
390000,4,2748,2006,NridgHt
460000,4,2790,2005,NridgHt
379000,3,2331,2005,NridgHt
250000,4,2088,2007,NridgHt
316000,4,2332,2004,NridgHt
615000,1,2470,2003,NridgHt
412500,3,2668,2003,NridgHt
284000,3,2046,2003,NridgHt
284000,2,1575,2003,NridgHt
421250,4,2649,2001,NridgHt
370000,4,2690,2003,NridgHt
336860,2,1866,2008,NridgHt
367294,1,1702,2008,NridgHt
192000,2,1367,2005,NridgHt
274000,1,1518,2003,NridgHt
266000,2,1684,2005,NridgHt
370967,2,1800,2007,NridgHt
234250,2,1342,2006,NridgHt
219500,2,1342,2006,NridgHt
155000,2,1626,2003,NridgHt
154000,2,1626,2003,NridgHt
207000,2,1358,2004,NridgHt
195000,2,1455,2003,Blmngtn
219990,2,1576,2004,Blmngtn
191000,2,1504,2005,Blmngtn
159895,2,1266,2007,Blmngtn
187687,2,1246,2007,Blmngtn
179000,3,1515,2004,Gilbert
193000,3,1593,2004,Gilbert
190000,2,1166,2005,Gilbert
176000,3,1456,2005,Gilbert
188000,3,1720,2002,Gilbert
213000,4,1986,2003,Gilbert
217300,2,1358,2007,NridgHt
186500,3,1792,2000,Gilbert
226750,3,1892,2000,Gilbert
184000,3,1490,2004,Gilbert
176000,3,1414,2002,Gilbert
225000,4,2322,1999,Gilbert
185900,3,1651,1999,Gilbert
284500,3,2199,1997,NoRidge
315000,4,2630,1998,NoRidge
250000,4,2198,2000,NoRidge
291000,4,2172,2000,NoRidge
350000,2,2006,1998,NoRidge
279500,4,2125,1996,NoRidge
290000,4,2501,1995,NoRidge
350000,2,2113,1995,NoRidge
341000,3,2418,1993,NoRidge
287500,4,2197,1993,NoRidge
271000,3,2127,1994,NoRidge
301500,2,1987,1994,NoRidge
235128,3,1580,2007,Somerst
214000,4,1933,2007,Somerst
232000,3,1574,2006,Somerst
240000,3,1578,2006,Somerst
264132,2,1506,2008,Somerst
245000,3,1563,2007,Somerst
227680,3,1428,2008,Somerst
257000,3,1861,2007,Somerst
297900,3,1874,2007,Somerst
247000,3,1460,2006,Somerst
212700,3,1372,2007,Somerst
250580,3,1372,2007,Somerst
182000,3,1428,2007,Somerst
226700,3,1768,2005,Somerst
250000,3,1992,2003,Somerst
250000,3,1958,2005,Somerst
339750,3,2078,2007,Somerst
205950,3,1665,2007,Somerst
256000,3,1660,2007,Somerst
230348,2,1218,2007,Somerst
207500,3,1728,2003,Somerst
141000,3,1080,2004,SawyerW
188000,3,1696,2003,SawyerW
192500,3,1663,2003,SawyerW
146000,3,1175,2005,SawyerW
159000,3,1114,2004,SawyerW
155000,3,1114,2003,SawyerW
173000,3,1640,2004,SawyerW
170000,3,1162,2007,SawyerW
182000,3,1609,1995,SawyerW
163000,3,1680,1993,SawyerW
193500,3,1679,1994,SawyerW
189000,3,1657,1994,SawyerW
190500,3,1677,2001,SawyerW
175000,3,1737,1992,SawyerW
179200,3,1294,1991,SawyerW
187000,3,1710,1993,SawyerW
193000,2,1617,1993,SawyerW
153900,2,1199,1993,SawyerW
128000,3,984,1963,Sawyer
144000,2,912,1962,Sawyer
135000,3,864,1961,Sawyer
115000,3,890,1968,Sawyer
119916,3,864,1963,Sawyer
142000,3,912,1961,Sawyer
192000,3,1430,1974,Veenker
140000,4,1641,1972,Sawyer
290000,4,2683,1990,NoRidge
372500,4,2786,1993,NoRidge
196000,2,1391,2004,Somerst
171900,2,1250,2006,Somerst
178000,1,1245,2004,Somerst
165000,2,1200,2005,Somerst
146000,2,1392,2007,Somerst
146000,2,1392,2007,Somerst
179400,3,1501,1999,Somerst
172900,3,1549,1999,Somerst
300000,2,1638,2000,Somerst
285000,1,1310,2001,Somerst
290000,2,1419,2001,Somerst
305000,2,1557,1999,Somerst
328900,2,1709,1999,Somerst
160000,2,1252,1999,Somerst
170000,3,1404,1999,Somerst
223000,3,1789,2001,Somerst
170000,3,1586,1999,Somerst
200000,3,1607,1999,Somerst
345000,2,2393,1998,Somerst
245500,1,1288,1996,Veenker
217500,1,1239,1995,Veenker
324000,1,1719,1993,Veenker
162500,3,1232,1984,Veenker
150000,3,2944,1977,Veenker
290000,3,1671,1976,Veenker
205000,3,1812,2002,Somerst
174000,3,1682,1970,NWAmes
183000,4,1427,1969,NWAmes
150000,4,1740,1968,NWAmes
145000,3,1258,1971,NWAmes
215000,4,1620,1967,NWAmes
140500,4,1625,1965,NWAmes
240000,4,2614,1974,NWAmes
141000,4,1464,1968,NAmes
147000,2,912,1965,NAmes
135000,3,925,1965,NAmes
145000,6,1728,1965,NAmes
142600,6,1728,1965,NAmes
135000,4,1656,1973,NWAmes
170000,4,1670,1971,NWAmes
299800,4,2715,1976,NWAmes
185000,4,1876,1974,NWAmes
173000,4,1632,1966,NWAmes
178400,3,999,1961,NAmes
176000,4,1978,1968,NWAmes
98000,2,1014,1956,NAmes
109008,3,907,1957,NAmes
135750,2,952,1956,NAmes
155000,3,1128,1963,NAmes
180500,3,1425,1964,NAmes
174900,3,1165,1966,NAmes
140000,3,1136,1965,NAmes
145000,3,1092,1964,NAmes
179900,3,1265,1965,NAmes
168500,3,1350,1964,NAmes
140000,3,1114,1961,NAmes
145500,3,1053,1959,NAmes
142000,3,1252,1959,NAmes
141000,3,1100,1960,NAmes
153000,3,1118,1960,NAmes
72500,2,720,1949,BrkSide
52000,2,729,1935,BrkSide
118000,2,1077,1939,BrkSide
87000,2,906,1937,BrkSide
141500,3,1496,1960,NAmes
119000,3,1252,1950,NAmes
141500,3,1337,1950,NAmes
165500,3,1661,1955,NAmes
112900,3,1036,1953,NAmes
201800,4,1820,1965,NAmes
163000,3,1362,1961,NAmes
139950,3,1144,1961,NAmes
174000,3,1537,1962,NAmes
165000,3,1431,1962,NAmes
227000,4,1988,1966,NAmes
135000,3,1098,1955,NAmes
124000,3,1144,1963,NAmes
140000,3,1283,1962,NAmes
136500,3,1176,1957,NAmes
185000,2,1440,1959,NAmes
163000,3,1261,1958,NAmes
166800,3,1570,1958,NAmes
139000,2,1196,1956,NAmes
166000,3,1392,1957,NAmes
136000,3,1080,1958,NAmes
133000,3,1104,1956,NAmes
116000,2,882,1952,NAmes
137500,3,1152,1953,NAmes
130000,2,950,1953,NAmes
180000,3,1790,1957,NAmes
139000,2,952,1951,NAmes
110000,2,773,1953,NAmes
100000,4,1764,1957,NAmes
118500,2,1216,1947,NAmes
146000,5,1824,1957,NAmes
89900,1,869,1948,OldTown
114000,3,1159,1925,OldTown
140000,3,1558,1945,NAmes
86900,2,672,1940,OldTown
139000,3,1436,1922,OldTown
106250,3,1294,1900,OldTown
171000,4,1716,1962,NAmes
139000,3,1044,1968,NAmes
186000,3,1312,1958,NAmes
157000,2,1253,1960,NAmes
148000,3,1081,1960,NAmes
242000,4,2069,1960,NAmes
116000,3,910,1953,NAmes
94000,2,876,1951,NAmes
98300,3,1048,1950,NAmes
127000,4,1507,1960,NAmes
159000,3,1256,1959,NAmes
125900,3,1027,1962,NAmes
155000,3,1269,1960,NAmes
138000,3,1320,1948,NAmes
112500,2,984,1954,NAmes
105500,2,832,1954,NAmes
127500,4,1278,1954,NAmes
130000,6,1800,1961,NAmes
150000,3,1588,1955,NAmes
109500,2,825,1954,NAmes
140000,4,1796,1963,NAmes
167900,4,1611,1964,NAmes
136870,3,1117,1963,NAmes
143000,3,1133,2008,OldTown
73000,2,764,1925,OldTown
157500,3,1539,1904,OldTown
122600,3,1323,1948,OldTown
111000,2,1360,1910,OldTown
256000,5,2792,1920,OldTown
64000,2,672,1940,OldTown
139500,4,1456,1915,OldTown
118000,3,1594,1910,OldTown
200000,3,2082,2003,OldTown
119164,2,1656,1940,OldTown
122250,2,1740,1920,OldTown
120000,2,1027,1920,OldTown
155000,3,1436,1940,OldTown
78000,2,899,1910,OldTown
95000,3,1080,1890,OldTown
115000,2,789,1948,OldTown
147000,2,1122,1948,OldTown
140000,3,1499,1946,OldTown
46500,1,407,1946,OldTown
112500,3,928,1957,OldTown
107900,2,901,1954,OldTown
65000,5,1588,1949,OldTown
295000,3,3493,1880,OldTown
139500,4,1627,1900,OldTown
153900,4,1416,1915,OldTown
132000,3,1450,1920,OldTown
98000,4,1344,1916,OldTown
114000,2,1017,1900,OldTown
130000,4,2350,1920,OldTown
129500,3,2058,1917,OldTown
129400,3,1540,1905,OldTown
161000,3,1378,1928,OldTown
163000,3,1912,1905,OldTown
128000,3,1484,1914,OldTown
122000,4,2358,1872,OldTown
116900,2,1111,1926,OldTown
325000,3,2775,1893,OldTown
55000,2,1086,1920,OldTown
184000,5,2495,1890,OldTown
110000,2,984,1959,OldTown
131500,4,1795,1954,OldTown
97000,2,882,1956,OldTown
115500,2,1093,1958,OldTown
138000,2,1143,1928,BrkSide
108000,3,1668,1945,BrkSide
79500,2,935,1930,BrkSide
153000,3,1738,1935,BrkSide
109500,2,784,1924,BrkSide
124000,3,1210,1941,BrkSide
106900,3,1290,1900,BrkSide
164900,3,1672,1940,BrkSide
119000,2,949,1924,BrkSide
120000,3,1158,1929,BrkSide
157000,3,1497,1937,BrkSide
105000,2,1342,1939,BrkSide
113000,3,1013,1926,BrkSide
115000,3,1216,1920,BrkSide
79000,2,896,1946,BrkSide
123000,2,1136,1929,BrkSide
81300,1,808,1945,BrkSide
162900,3,1573,1930,BrkSide
150000,4,2009,1939,BrkSide
123500,4,1902,1923,OldTown
129900,2,1774,1931,OldTown
128000,3,1362,1920,BrkSide
68500,1,520,1927,BrkSide
127000,2,1285,1948,BrkSide
207000,4,1848,1923,BrkSide
184000,4,1820,1925,BrkSide
162500,4,1716,1915,BrkSide
145000,3,1505,1940,BrkSide
130000,2,838,1918,BrkSide
160000,5,1984,1910,OldTown
161000,3,1666,1925,OldTown
127500,3,1609,1910,OldTown
93850,1,768,1930,IDOTRR
136000,4,1536,1952,IDOTRR
141000,4,1969,1938,IDOTRR
120000,2,1308,1915,IDOTRR
127500,2,1040,1925,IDOTRR
127000,3,1236,1925,IDOTRR
89500,3,1406,1920,IDOTRR
125000,2,825,1955,OldTown
79900,4,1198,1920,OldTown
85000,1,759,1912,IDOTRR
82375,3,1344,1915,IDOTRR
135000,3,1469,1906,IDOTRR
124000,3,1054,1947,Sawyer
134000,3,1211,1968,Sawyer
135000,4,1271,1948,Sawyer
134432,4,1588,1959,ClearCr
127500,4,1355,1940,Edwards
148000,3,1075,1963,Sawyer
129500,3,1040,1965,Sawyer
157500,3,1096,1978,Sawyer
109900,3,904,1966,Sawyer
145000,3,992,1967,Sawyer
130000,3,894,1967,Sawyer
153000,3,1034,1978,Sawyer
120000,3,1073,1967,Sawyer
152000,2,1126,1984,Sawyer
108959,0,1258,1969,Sawyer
95541,3,1140,1920,Sawyer
80000,3,1006,1959,Sawyer
149350,3,1228,1966,Sawyer
144900,3,960,1963,Sawyer
185000,1,1188,1956,Sawyer
165000,3,1383,1954,Sawyer
235000,1,1252,1960,ClearCr
140000,3,1601,1958,Sawyer
108000,2,672,1940,Sawyer
145000,3,1721,1960,ClearCr
152400,2,1350,1941,Sawyer
144000,3,904,1970,Sawyer
173000,2,1291,1996,ClearCr
192000,4,2022,1977,ClearCr
245000,3,1524,1979,ClearCr
241500,2,1363,1954,ClearCr
256000,2,1663,1954,ClearCr
177000,2,1357,1959,Edwards
125600,2,1079,1948,Edwards
155000,3,1094,1953,Edwards
240000,5,2358,1908,ClearCr
260000,2,1518,1940,Edwards
185000,4,1674,1918,Edwards
235000,4,2108,1935,Edwards
159900,3,1509,1956,Edwards
99600,2,864,1975,Edwards
134500,3,1269,1962,Edwards
119000,4,1367,1900,Edwards
107500,3,1347,1910,Edwards
125000,3,1164,1950,Edwards
79000,2,1096,1924,Edwards
95000,3,1111,1941,Edwards
262280,4,2329,1990,SawyerW
260000,4,2814,1995,SawyerW
226500,3,1626,1994,SawyerW
225000,4,2200,1993,SawyerW
229000,3,2037,1996,SawyerW
177439,3,1356,2007,CollgCr
248500,3,1615,2007,CollgCr
475000,3,2276,2008,CollgCr
395039,3,1766,2008,CollgCr
228000,3,2097,1993,SawyerW
225000,3,1511,1995,SawyerW
195000,2,1643,1966,ClearCr
200000,4,1688,1997,ClearCr
155000,3,990,1994,CollgCr
144000,3,1099,1995,CollgCr
145000,3,990,1994,CollgCr
226001,3,1418,1997,CollgCr
215700,3,1771,1997,CollgCr
207500,3,1652,2000,CollgCr
193000,3,1790,1999,CollgCr
188000,3,1724,1998,CollgCr
191000,3,1479,1999,CollgCr
221000,3,1494,2002,CollgCr
231500,3,1792,2001,CollgCr
235000,3,1823,2000,CollgCr
223500,3,1786,2001,CollgCr
130250,3,938,1975,CollgCr
149900,3,985,1977,CollgCr
158000,3,1174,1978,CollgCr
147000,3,1026,1978,CollgCr
143195,3,1076,1975,CollgCr
163000,2,1558,1975,CollgCr
110000,3,924,1975,CollgCr
127000,3,864,1972,CollgCr
124900,2,780,1972,CollgCr
230000,3,1795,2002,CollgCr
237000,3,2031,2002,CollgCr
235000,3,1865,2000,CollgCr
230500,3,2161,2001,CollgCr
230000,3,1852,1999,CollgCr
222500,3,2031,1998,CollgCr
287000,3,2263,2001,CollgCr
274000,3,1947,2001,CollgCr
300000,3,1786,2002,CollgCr
255900,4,2290,2002,CollgCr
224900,3,1768,2003,CollgCr
240000,4,2327,2003,CollgCr
183000,3,1640,2003,CollgCr
207000,3,1764,1999,CollgCr
210000,4,1908,1994,CollgCr
136500,1,848,2003,CollgCr
145000,1,848,2004,CollgCr
208900,3,1493,1997,CollgCr
185000,2,1838,1997,CollgCr
214000,3,1536,2002,CollgCr
208500,3,1710,2003,CollgCr
186500,3,1445,2004,CollgCr
210000,3,1436,2004,CollgCr
185900,3,1582,2004,CollgCr
179900,3,1234,2007,CollgCr
218836,3,1564,2007,CollgCr
193000,3,1361,2007,CollgCr
189000,3,1456,2005,CollgCr
149300,1,848,2004,CollgCr
141000,1,848,2004,CollgCr
149000,1,848,2004,CollgCr
144500,1,848,2004,CollgCr
85000,2,796,1910,Edwards
145900,4,2200,1900,Edwards
123000,3,1092,1966,Edwards
147500,3,1256,1965,Edwards
165000,3,1033,1976,Edwards
135000,3,1127,1976,Edwards
108000,3,996,1940,Edwards
137500,3,1181,1972,Edwards
165400,3,1656,2003,Edwards
147000,3,1117,1977,Edwards
160500,3,1398,1976,Edwards
176000,2,1132,2005,Edwards
284700,5,3820,1959,Edwards
160000,3,5642,2008,Edwards
148000,2,1072,2005,Edwards
82000,2,1152,1955,Edwards
82000,2,1152,1955,Edwards
118000,4,1440,1955,Edwards
82500,2,1152,1955,Edwards
91900,2,784,1955,Edwards
120000,2,1053,1938,Edwards
96000,4,1137,1947,Edwards
99000,2,930,1953,Edwards
130500,3,1200,1946,Edwards
135000,4,1470,1954,Edwards
135500,3,1393,1955,Edwards
100000,3,1204,1954,Edwards
108000,3,1292,1923,Edwards
98000,2,864,1925,Edwards
67000,2,864,1914,Edwards
135900,6,1716,1912,SWISU
140000,4,1482,1925,SWISU
179500,4,2192,1939,SWISU
136500,4,1694,1925,SWISU
168000,2,1424,1921,SWISU
130000,4,1964,1911,SWISU
189000,4,2601,1921,SWISU
161900,4,1920,1930,SWISU
145000,2,1316,1926,Crawfor
191000,3,2555,1922,Crawfor
177000,4,1680,1915,Crawfor
147500,3,1264,1914,Crawfor
91000,2,790,1930,SWISU
231000,3,1512,1925,Crawfor
115000,3,1639,1936,SWISU
138000,4,1603,1923,Crawfor
149000,3,1502,1931,Crawfor
188700,3,1660,1934,Crawfor
198000,4,1938,1937,Crawfor
110000,3,1374,1938,Crawfor
104000,2,1091,1951,Crawfor
257076,4,1873,1935,Crawfor
381000,4,3447,1935,Crawfor
311500,3,1954,1939,Crawfor
263400,3,2161,1950,Crawfor
236500,3,1898,1956,Crawfor
224000,3,1640,1954,Crawfor
116500,2,1032,1980,Blueste
151000,3,1556,1980,Blueste
126000,2,919,1926,IDOTRR
120000,3,1090,1940,IDOTRR
55000,2,796,1922,IDOTRR
120500,2,816,1930,IDOTRR
120500,2,778,1940,IDOTRR
119000,4,1200,1930,IDOTRR
126000,3,1656,1967,IDOTRR
99500,2,912,1930,IDOTRR
165500,4,1955,1958,IDOTRR
13100,2,733,1952,IDOTRR
89000,2,1361,1895,IDOTRR
40000,3,1317,1920,IDOTRR
80900,2,1049,1910,IDOTRR
81000,2,894,1935,IDOTRR
65000,3,864,1920,IDOTRR
392500,2,1652,2008,Crawfor
294464,2,1648,2007,Crawfor
250000,2,1646,2004,Crawfor
275000,2,1646,2004,Crawfor
300000,3,2032,1996,Mitchel
271000,3,1689,2002,Mitchel
213000,3,1820,1996,Mitchel
171000,3,1118,1977,Mitchel
171500,3,1279,1977,Mitchel
100000,4,1872,1976,Mitchel
228500,3,1689,1991,Mitchel
228950,3,1786,1965,Timber
241500,2,1501,1986,Timber
287000,2,2898,1976,Timber
294000,3,1537,2006,Timber
293077,3,1646,2007,Timber
264966,3,1780,2007,Timber
172500,3,1442,2006,Timber
167500,3,1394,2006,Timber
218689,3,1612,2008,Timber
150000,3,1495,1989,Timber
184000,3,1651,1986,Timber
180000,3,1256,1986,Timber
175000,3,1509,1988,Timber
232500,3,1440,2003,Timber
195000,3,1675,1999,Timber
305000,4,2262,2003,Timber
298751,3,1728,2007,Timber
370000,3,1964,2005,Timber
209200,2,1344,1997,Mitchel
206300,2,1344,1997,Mitchel
146000,2,1092,2007,Mitchel
160500,2,1189,1997,Mitchel
173000,3,1200,1964,Mitchel
124000,3,1040,1975,MeadowV
115000,3,1304,1976,MeadowV
129500,4,1475,1976,MeadowV
105000,2,988,1973,MeadowV
94900,1,988,1973,MeadowV
152500,3,1160,1968,Mitchel
98000,3,1092,1970,MeadowV
81000,1,630,1972,MeadowV
113000,2,988,1954,Mitchel
128500,2,816,1983,Mitchel
119500,3,923,1984,Mitchel
130500,3,816,1982,Mitchel
138000,2,816,1982,Mitchel
134500,3,845,1982,Mitchel
160000,4,1750,1940,Mitchel
137500,3,889,1984,Mitchel
172000,4,1968,1969,Mitchel
103000,4,1836,1900,IDOTRR
167300,3,1587,1971,NAmes
167000,2,1277,1970,NAmes
244000,3,2223,1973,NAmes
268000,4,2217,1970,NAmes
225000,3,1733,2003,Gilbert
168000,3,1572,1995,Gilbert
177000,3,1470,1997,Gilbert
169000,3,1600,1997,Gilbert
161500,3,1384,1997,Gilbert
251000,2,1652,2000,StoneBr
160000,3,1694,1994,Gilbert
180000,3,1714,1999,Gilbert
178750,3,1553,1996,Gilbert
176000,3,1253,1995,Gilbert
204000,5,2299,1999,Gilbert
160000,3,1187,1992,Gilbert
160000,3,1472,1991,Gilbert
163900,3,1482,1992,Gilbert
168000,3,1642,1993,Gilbert
154204,3,1128,1964,Gilbert
170000,2,1088,1986,StoneBr
207500,3,2090,1984,StoneBr
182000,2,1179,1988,StoneBr
212000,1,1321,1990,StoneBr
377426,3,1922,2005,StoneBr
349265,4,2541,2005,StoneBr
591587,4,2338,2006,StoneBr
155000,3,1424,1969,Gilbert
319900,2,1612,2006,StoneBr
392000,2,1419,2007,StoneBr
441929,1,2234,2006,StoneBr
455000,3,2042,2006,StoneBr
182900,3,1440,1981,NWAmes
174000,3,1284,1984,NWAmes
178000,3,1868,1984,NWAmes
176000,3,1479,1981,NWAmes
213000,3,1664,1978,NWAmes
192000,4,1930,1979,NWAmes
190000,3,1969,1977,NWAmes
195000,4,2030,1976,NWAmes
148000,3,1032,1978,NWAmes
151500,3,1177,1984,NWAmes
197000,3,1725,1979,NWAmes
192350,2,1353,1979,NWAmes
152000,4,1620,1969,NWAmes
170000,2,1220,1971,NWAmes
175000,3,1484,1971,NWAmes
175000,3,1743,1968,NWAmes
197900,3,1935,1976,NWAmes
174000,3,1324,1976,NWAmes
178900,4,1877,1974,NWAmes
139000,3,1109,1971,NAmes
143250,3,981,1971,NAmes
184000,4,1479,1972,NAmes
155000,3,1422,1970,NAmes
133000,3,914,1970,NAmes
119500,3,950,1971,NAmes
123000,3,872,1971,NAmes
110000,2,858,1971,NAmes
128000,2,914,1961,NAmes
120500,3,864,1971,NAmes
133000,1,767,1998,NAmes
155000,2,1337,2001,NAmes
177000,2,1337,1997,NAmes
113500,3,1092,1973,BrDale
113000,3,1218,1973,BrDale
113700,4,1218,1973,BrDale
106000,3,1302,1970,BrDale
122500,2,1365,1971,BrDale
128000,2,958,1976,NPkVill
155000,3,1548,1976,NPkVill
142500,2,1055,1978,NPkVill
129250,3,988,1966,NAmes
356000,3,1816,2006,NridgHt
314813,3,1828,2007,NridgHt
318000,3,1694,2007,NridgHt
322400,3,1694,2006,NridgHt
318000,3,1734,2007,NridgHt
345474,2,2122,2007,NridgHt
415298,3,2121,2006,NridgHt
492000,3,2656,2007,NridgHt
338931,4,2550,2006,NridgHt
450000,2,2046,2005,NridgHt
280000,3,2172,2006,NridgHt
479069,3,2552,2007,NridgHt
395000,3,1973,2006,NridgHt
